job_id,query_group,candidate_id,profile_id,rank,final_score_v3,vector_similarity,must_have_coverage,required_skills_overlap,experience_match_score,seniority_alignment,reliability_score,hallucination_risk_encoded,missing_required_count,matched_required_count,label,comment
fullstack_react_node_mongodb,fullstack_react_node_mongodb,candidate_1487f3187f7b,profile_a7708a628908,3,0.3969,0.5006,0.4,0.4,0.6667,0.7,0.9903,0.0,3.0,2.0,,
fullstack_react_node_mongodb,fullstack_react_node_mongodb,candidate_dbaac42a9ede,profile_4338a139faef,4,0.392,0.2859,0.4,0.4,1.0,0.85,0.957,0.0,3.0,2.0,,
fullstack_react_node_mongodb,fullstack_react_node_mongodb,candidate_7a19fd397cfc,profile_546d1a12e380,5,0.3814,0.3736,0.4,0.4,1.0,0.85,0.7752,0.0,3.0,2.0,,
fullstack_react_node_mongodb,fullstack_react_node_mongodb,candidate_8eea1b635447,profile_55f949a128da,6,0.3453,0.3531,0.4,0.4,1.0,0.7,0.9742,0.0,3.0,2.0,,
fullstack_react_node_mongodb,fullstack_react_node_mongodb,candidate_9d8c43c23ef1,profile_18958ae533fc,7,0.2877,0.3463,0.4,0.4,0.5,0.0,0.8957,0.0,3.0,2.0,,
fullstack_react_node_mongodb,fullstack_react_node_mongodb,candidate_c209d5b426bb,profile_26253865c9fa,8,0.2502,0.3757,0.2,0.2,1.0,0.85,0.9575,0.0,4.0,1.0,,
fullstack_react_node_mongodb,fullstack_react_node_mongodb,candidate_b6f7add66ffc,profile_69902fee2fa3,9,0.2456,0.3287,0.2,0.2,1.0,1.0,0.9368,0.0,4.0,1.0,,
fullstack_react_node_mongodb,fullstack_react_node_mongodb,candidate_44fbbef0784a,profile_f6b29076ec50,10,0.2329,0.3385,0.2,0.2,1.0,0.85,0.814,0.0,4.0,1.0,,
fullstack_react_node_mongodb,fullstack_react_node_mongodb,candidate_d813a4aedd03,profile_98d4b26839c0,24,0.2185,0.3657,0.0,0.0,1.0,0.85,0.9413,0.0,5.0,0.0,,
fullstack_react_node_mongodb,fullstack_react_node_mongodb,candidate_4eef95d3a3fa,profile_070e372f3c0e,25,0.2182,0.3572,0.0,0.0,1.0,0.85,0.9526,0.0,5.0,0.0,,
fullstack_react_node_mongodb,fullstack_react_node_mongodb,candidate_edb8a0ea0a8e,profile_b4d2dba92bb8,26,0.2172,0.379,0.0,0.0,1.0,1.0,0.9149,0.0,5.0,0.0,,
fullstack_react_node_mongodb,fullstack_react_node_mongodb,candidate_c564b8eceb3d,profile_41aac6a912f1,27,0.2166,0.4387,0.2,0.2,1.0,1.0,0.9178,0.0,4.0,1.0,,
fullstack_react_node_mongodb,fullstack_react_node_mongodb,candidate_351493983fdf,profile_5f60eed7e725,28,0.2158,0.3413,0.0,0.0,1.0,0.85,0.9608,0.0,5.0,0.0,,
fullstack_react_node_mongodb,fullstack_react_node_mongodb,candidate_e1ea3e5184a9,profile_f9c6cf8d21c9,46,0.2063,0.2663,0.0,0.0,1.0,0.85,0.9473,0.0,5.0,0.0,,
fullstack_react_node_mongodb,fullstack_react_node_mongodb,candidate_418b74b9d404,profile_de02d03ab54b,47,0.2056,0.316,0.0,0.0,1.0,0.85,0.9066,0.0,5.0,0.0,,
fullstack_react_node_mongodb,fullstack_react_node_mongodb,candidate_d8d897a2499b,profile_e5ec47b3d3df,48,0.2051,0.3377,0.0,0.0,1.0,0.85,0.8282,0.0,5.0,0.0,,
fullstack_react_node_mongodb,fullstack_react_node_mongodb,candidate_206d746034ef,profile_bac609d0f7a3,49,0.2041,0.2293,0.0,0.0,1.0,1.0,0.9629,0.0,5.0,0.0,,
fullstack_react_node_mongodb,fullstack_react_node_mongodb,candidate_e8755c28e52c,profile_e34017515943,50,0.204,0.2645,0.0,0.0,1.0,0.85,0.8961,0.0,5.0,0.0,,
